id,title,class1_raw,class1_code,class2_raw,class2_code,gold_codes,majority_status,majority_codes,run_details,full_agreement,error_runs,dropped_by_cap_runs,gold_dropped_by_cap,exact_match,gold_covered,focuses,rationales
1,세월호 ‘노란 리본’과 일베의 ‘폭식 투쟁’: 공감과 혐오의 전형성과 그 비전형적 생활세계,ROLE_WINDOW_HATE,ROLE_WINDOW_HATE,,,ROLE_WINDOW_HATE,OK,"ROLE_WINDOW_HATE, ROLE_WINDOW_MISC","run1:ROLE_WINDOW_HATE,ROLE_WINDOW_MISC; run2:ROLE_WINDOW_HATE; run3:ROLE_WINDOW_HATE,ROLE_WINDOW_MISC",False,0/3,run1:없음; run2:없음; run3:없음,False,False,True,"이 논문은 세월호 사건에 대한 공감·혐오 반응을 비교하기 위해 ‘노란 리본’ 운동 참여자와 일베 사용자라는 온라인 커뮤니티 내 혐오 담론을 사례로 삼아, 각 집단의 가치관·생활세계와 그 담론이 드러내는 사회적 갈등을 분석한다 | 이 논문은 세월호 사건에 대한 공감·혐오 양상을 보여주는 사례로 온라인 커뮤니티(‘일베’)와 공감 운동(‘노란 리본’)을 사용해, 각각의 담론이 드러내는 사회적 인식·가치 구조를 비교·분석한다 | 이 논문은 세월호 사건에 대한 공감·혐오 반응을 보여주는 온라인 커뮤니티와 사회운동을 사례로 삼아, 참여자들의 의식·가치구조와 서사를 비교 분석한다","논문은 일베 커뮤니티의 혐오 담론을 사례로 삼아 그 담론과 관련된 가치·생활세계 차이를 분석하므로 ROLE_WINDOW_HATE와 ROLE_WINDOW_MISC가 주요 코드이며, 다른 FIELD·ENV 코드는 근거가 없으므로 미부여로 평가한다 | 논문은 온라인 커뮤니티 ‘일베’가 혐오 담론을 생산하는 사례로 활용되어 혐오 현상을 분석하므로 ROLE_WINDOW_HATE에 높은 확률을 부여하고, 다른 코드들은 초점 문장과 인용문에 근거가 없으므로 낮은 확률로 미부여 처리한다 | 논문은 온라인 커뮤니티와 사회운동을 통해 세월호 사건에 대한 혐오와 공감이라는 사회현상을 비교 분석하므로, 혐오 담론을 다루는 WINDOW_HATE와 공감·기타 사회현상을 포괄하는 WINDOW_MISC에 높은 확률을 부여하고, 다른 FIELD·ENV 코드는 근거가 없으므로 낮은 확률로 미부여 처리한다"
2,온라인 커뮤니티 활동이 신뢰반경에 미치는 양면적 효과,ENV_COMMUNITY_SUBSCRIPTION,ENV_COMMUNITY_SUBSCRIPTION,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,"ENV_COMMUNITY_SUBSCRIPTION, ROLE_FIELD_SOCIALCAPITAL",OK,"ENV_COMMUNITY_SUBSCRIPTION, ROLE_FIELD_SOCIALCAPITAL","run1:ENV_COMMUNITY_SUBSCRIPTION,ROLE_FIELD_SOCIALCAPITAL; run2:ENV_ONLINE_ANNONIMITY,ROLE_FIELD_SOCIALCAPITAL; run3:ENV_COMMUNITY_SUBSCRIPTION,ROLE_FIELD_SOCIALCAPITAL",False,0/3,run1:ENV_ONLINE_ANNONIMITY; run2:ENV_COMMUNITY_SUBSCRIPTION; run3:ENV_ONLINE_ANNONIMITY,True,True,True,"이 논문은 온라인 커뮤니티를 낯선 사람과의 신뢰 관계가 형성·변화하는 장으로 삼아, 신뢰반경이 확대되는 효과와 축소되는 효과를 동시에 분석하고, 회원제 여부와 익명성 수준이 그 효과에 미치는 차이를 검증한다 | 이 논문은 온라인 커뮤니티를 신뢰반경이라는 사회적 자본이 확대·축소되는 공간으로 삼아, 커뮤니티 활동이 신뢰에 미치는 양면적 효과와 익명성·회원제 여부에 따른 차이를 분석한다 | 이 논문은 온라인 커뮤니티를 신뢰반경(사회적 신뢰)의 확대·축소에 영향을 미치는 요인으로 삼아, 회원제·비회원제와 익명성 수준이 그 효과에 어떻게 차이를 주는지를 분석한다","논문은 온라인 커뮤니티를 신뢰·사회적 거리감이라는 관계적 자원이 형성·변화하는 장으로 보고, 신뢰반경의 확대·축소 효과를 분석하며, 회원제 여부와 익명성 수준이라는 환경 조건이 그 효과에 미치는 차이를 실증적으로 검증한다 | 논문은 온라인 커뮤니티 내에서 신뢰라는 사회적 자본이 어떻게 확대·축소되는지를 분석하고, 회원제 여부와 익명성 수준이라는 환경 조건이 그 효과에 미치는 차이를 실증적으로 검증한다 | 논문은 온라인 커뮤니티를 신뢰반경을 형성·변화시키는 사회적 자원(사회적 신뢰)으로 보고, 회원제·비회원제 구분과 익명성 수준이라는 환경 조건이 그 양면적 효과에 미치는 차이를 실증적으로 분석한다"
3,펨코의 바깥을 탐색하기 위한 시론: 이준석-청년남성-온라인커뮤니티 결합의 균열을 상상하기,ROLE_WINDOW_POLARIZE,ROLE_WINDOW_POLARIZE,,,ROLE_WINDOW_POLARIZE,OK,"ROLE_WINDOW_GENDER, ROLE_WINDOW_POLARIZE","run1:ROLE_WINDOW_GENDER,ROLE_WINDOW_POLARIZE; run2:ROLE_WINDOW_GENDER,ROLE_WINDOW_POLARIZE; run3:ROLE_WINDOW_GENDER,ROLE_WINDOW_POLARIZE",True,0/3,run1:없음; run2:없음; run3:없음,False,False,True,"이 논문은 온라인 커뮤니티 ‘펨코’를 청년 남성의 보수·극우화와 성별·정치 담론이 결합된 현상을 보여주는 사례로 삼아, 그 결합이 어떻게 형성·전개되는지를 비판적으로 재검토한다 | 이 논문은 펨코라는 온라인 커뮤니티를 청년 남성의 보수·극우·젠더 갈등 담론이 나타나는 사례로 삼아, 그 담론이 정치적 양극화와 젠더 갈등을 어떻게 드러내는지 분석한다 | 이 논문은 펨코라는 온라인 커뮤니티를 청년 남성의 보수·극우·젠더 담론이 어떻게 형성·표현되는 사례로 삼아, 그 담론이 정치적 양극화와 성별 갈등을 드러내는 과정을 분석한다","초록에서 펨코를 청년 남성의 보수·극우화와 ‘이대남’ 성별·정치 담론이 결합된 현상을 보여주는 사례로 제시하고 있어, 정치적 양극화와 젠더 갈등을 설명하는 WINDOW 코드가 중심이며, FIELD·ENV 코드에 해당하는 근거는 제시되지 않는다 | 펨코를 청년 남성 보수·극우·젠더 담론이 드러나는 창으로 활용해 정치적 양극화와 젠더 갈등을 분석한다는 초점에 근거해, 정치 양극화와 젠더 논쟁을 각각 보여주는 WINDOW 코드에 높은 확률을 부여하고, 다른 FIELD·ENV·HATE·MISC 코드는 초점과 직접적인 연관성이 없으므로 낮은 확률로 미부여 처리하였다. | 논문은 펨코를 청년 남성 보수·극우·젠더 담론이 드러나는 창으로 활용해 정치적 양극화와 성별 갈등을 분석하므로 WINDOW_POLARIZE와 WINDOW_GENDER 코드에 높은 확률을 부여하고, 나머지 FIELD·ENV·기타 WINDOW 코드는 근거가 없어 낮은 확률로 미부여 처리한다"
4,청년 불안정 노동자의 자본주의 미시세계: 물류센터와 편의점의 노동체험 서사에 대한 질적 내용분석,ROLE_WINDOW_MISC,ROLE_WINDOW_MISC,,,ROLE_WINDOW_MISC,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 온라인 커뮤니티에 게시된 청년 불안정 노동자들의 노동체험 서사를 자료로 삼아, 노동통제와 노동현장의 갈등·연대·계급 인식을 분석한다 | 이 논문은 온라인 커뮤니티에 게시된 청년 불안정 노동자들의 서사를 자료로 삼아, 노동현장에서의 적대와 연대라는 사회관계와 그 속에서 형성되는 계급 의식·연대·신뢰 등을 분석한다 | 이 논문은 청년 불안정 노동자들의 온라인 커뮤니티 게시글을 자료로 삼아, 노동통제 체제와 현장 내 적대·연대 관계, 그리고 그 속에서 형성되는 계급 의식을 분석한다","논문은 온라인 커뮤니티 게시글을 노동자들의 관계·연대·갈등·계급 인식 분석의 핵심 자료로 활용하므로, 사회적 관계 자원(신뢰·연대·네트워크) 형성을 다루는 ROLE_FIELD_SOCIALCAPITAL 코드에 높은 확률을 부여하고, 다른 FIELD, WINDOW, ENV 코드들은 초록 내용과 일치하지 않아 낮은 확률로 평가한다 | 온라인 커뮤니티 게시글을 통해 노동현장의 적대·연대 관계와 계급 의식 형성을 분석하므로 사회적 관계·연대(ROLE_FIELD_SOCIALCAPITAL)가 주요 초점이며, 다른 FIELD, WINDOW, ENV 코드들은 근거가 되는 구절이 없으므로 부여되지 않는다 | 논문은 온라인 커뮤니티에 게시된 노동자 서사를 통해 현장 내 적대·연대 관계와 계급 의식 형성을 분석하므로, 사회적 관계·연대(ROLE_FIELD_SOCIALCAPITAL)가 핵심이며, 다른 FIELD, WINDOW, ENV 코드들은 근거가 되는 텍스트가 없어 낮은 확률로 평가된다"
5,인터넷 커뮤니티 활동이 윤리적 소비 참여에 미치는 영향: 온라인 사회자본과 공감 경험의 역할을 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 온라인 커뮤니티를 사회자본과 공감 경험이 형성되는 장으로 삼아, 이러한 관계가 윤리적 소비 참여 의도에 미치는 영향을 분석한다 | 이 논문은 온라인 커뮤니티를 사회자본과 공감 경험이 형성되는 장으로 삼아, 윤리적 소비 참여 의도에 미치는 영향을 분석한다 | 이 논문은 온라인 커뮤니티를 사회자본과 공감 경험이 형성되는 공간으로 삼아, 이러한 관계가 윤리적 소비 참여 의도에 미치는 영향을 분석한다","논문은 온라인 커뮤니티 내에서 형성되는 결속적·교량적 사회자본과 공감 경험이 윤리적 소비 참여 의도에 미치는 영향을 분석함으로써, 커뮤니티를 사회자본이 작동하는 FIELD로 규정한다. | 온라인 커뮤니티 내에서 결속적·교량적 사회자본과 공감 경험이 어떻게 형성되고, 이것이 윤리적 소비 참여 의도에 미치는 영향을 분석하므로 ROLE_FIELD_SOCIALCAPITAL 코드가 가장 부합한다. | 논문은 온라인 커뮤니티 내에서 결속적·교량적 사회자본과 공감 경험이 어떻게 형성되는지를 조사하고, 이들이 윤리적 소비 참여 의도에 미치는 영향을 분석하므로 ROLE_FIELD_SOCIALCAPITAL 코드에 가장 높은 확률을 부여한다; 다른 FIELD, WINDOW, ENV 코드들은 논문 내용에서 해당 현상이나 비교 조건이 제시되지 않아 낮은 확률로 미부여 처리한다"
6,게시글의 높은 추천 수는 커뮤니티 내 여론을 의미하는가?: 에펨코리아(FMkorea)의 게시글에 참여한 이용자 다양성과 추천 수의 관계,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,"ROLE_FIELD_PUBLICSPHERE, ROLE_FIELD_SOCIALCAPITAL",OK,ROLE_FIELD_PUBLICSPHERE,run1:ROLE_FIELD_PUBLICSPHERE; run2:ROLE_FIELD_PUBLICSPHERE; run3:ROLE_FIELD_PUBLICSPHERE,True,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 FMKorea 커뮤니티를 공론장으로 삼아, 추천 투표수가 다양한 사용자 집단의 의견 포괄성을 어떻게 반영하는지를 분석한다 | 이 논문은 FMKorea 커뮤니티의 게시글 추천 수가 다양한 이용자 집단의 참여와 의견 균등성을 반영하는지를 분석하며, 이를 통해 온라인 커뮤니티가 공론장으로서 여론을 형성하는 메커니즘을 탐구한다 | 이 논문은 온라인 커뮤니티를 공론장으로 삼아, 게시글 추천 투표수가 다양한 이용자 집단의 균등 참여와 논쟁 주도와 어떻게 연관되는지를 분석한다","논문은 추천 투표수를 통해 FMKorea 커뮤니티가 다양한 사용자 집단의 의견을 포괄적으로 반영하는 공론장으로서의 기능을 검증하고 있으므로 ROLE_FIELD_PUBLICSPHERE 코드에 높은 확률을 부여하고, 다른 FIELD, WINDOW, ENV 코드들은 논문의 초점과 직접적인 연관성이 없으므로 낮은 확률로 미부여 처리한다 | 논문은 추천 투표와 이용자 집단 다양성 간 관계를 분석해 온라인 커뮤니티가 포괄적 여론을 형성하는 공론장으로서의 역할을 평가하므로 ROLE_FIELD_PUBLICSPHERE 코드에 높은 확률을 부여하고, 다른 ROLE·WINDOW·ENV 코드들은 연구 초점과 근거 문장에 부합하지 않아 낮은 확률로 미부여 처리한다 | 논문은 추천 투표수를 통해 커뮤니티 내 다양한 집단의 균등 참여가 여론 형성에 미치는 영향을 분석하며, 이를 공론장으로서의 온라인 커뮤니티 역할을 평가하고 있기 때문에 ROLE_FIELD_PUBLICSPHERE 코드에 가장 높은 확률을 부여한다; 다른 ROLE 및 ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다."
7,"베버의 합리화, 인터넷 공간에서 어떻게 볼 것인가?",ROLE_WINDOW_MISC,ROLE_WINDOW_MISC,,,ROLE_WINDOW_MISC,ERR,,run1:없음; run2:ROLE_WINDOW_MISC; run3:없음,False,2/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 인터넷에서 이루어지는 인간행위의 합리성을 베버의 이론으로 분석하며, 온라인 활동 자체가 어떻게 합리화될 수 있는지를 탐구한다 | 이 논문은 인터넷 공간을 인간행위의 합리성을 베버의 이론으로 해석·분석하는 사례로 삼아, 온라인 활동이 어떻게 합리화될 수 있는지를 탐구한다 | 이 논문은 인터넷 공간을 인간 행위의 합리성을 탐구하는 사례로 삼아, 베버의 합리화 이론을 적용해 온라인 활동이 어떻게 합리적·비합리적으로 구성되는지를 분석한다","논문은 온라인 행위 자체의 합리성을 이론적으로 고찰하고 있어, 공론장, 사회적 자본, 정치·젠더·혐오 현상 등 외부 사회현상을 창으로 사용하는 경우도, 회원제·거버넌스·인구통계·생애주기·익명성 등 환경 조건을 비교·분석하는 경우도 없으므로 모든 코드가 미부여된다 | 논문은 온라인 커뮤니티를 베버적 합리성 개념을 적용·검토하는 창으로 활용하므로 WINDOW_MISC 코드에 가장 높은 확률을 부여하고, 다른 FIELD·WINDOW·ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다 | 논문은 온라인 커뮤니티를 베버의 합리성 이론을 적용해 인간 행위의 합리·비합리성을 분석하는 연구 대상으로 삼고 있어, FIELD나 WINDOW, ENV 코드 중 어느 것도 핵심 분석 대상이 아니므로 모든 코드에 대해 낮은 확률을 부여한다"
8,미술계 온라인 커뮤니티 연구: “네오룩 아카이브(2000-2024)”의 텍스트마이닝 분석,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,,,ROLE_FIELD_PUBLICSPHERE,OK,"ROLE_FIELD_PUBLICSPHERE, ROLE_FIELD_SOCIALCAPITAL","run1:ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_SOCIALCAPITAL",True,0/3,run1:없음; run2:없음; run3:없음,False,False,True,"이 논문은 미술계 온라인 커뮤니티 ‘네오룩’을 텍스트마이닝으로 분석해, 커뮤니티가 다양한 주체가 교차하는 공론장이며 협력망·신뢰·연대 같은 관계적 자원을 형성하는 공간임을 밝히면서, 토픽 변화를 통해 미술계 지형 변화를 설명한다 | 이 논문은 미술계 온라인 커뮤니티를 공론장이자 협력망으로서 조명하며, 토픽 모델링을 통해 미술계 지형과 주제 변화를 분석한다 | 이 논문은 미술계 온라인 커뮤니티를 공론장 및 협력망으로서 조명하며, 토픽 모델링을 통해 미술계 지형과 주제 변화를 분석한다","초록에서 커뮤니티를 공론장 및 협력망(관계·연대)으로 규정하고 그 역할을 분석한 점이 ROLE_FIELD_PUBLICSPHERE와 ROLE_FIELD_SOCIALCAPITAL에 대한 높은 확률을 정당화한다; 다른 WINDOW·ENV 코드들은 해당 근거 문장이 없으므로 미부여로 남는다 | 초록에서 커뮤니티를 ‘공론장이자 협력망’으로 규정하고 그 역할을 분석하므로 FIELD_PUBLICSPHERE와 FIELD_SOCIALCAPITAL 코드에 높은 확률을 부여했으며, 정치·젠더·혐오 등 외부 현상을 창으로 보는 WINDOW 코드와 커뮤니티의 제도·인구통계·수명·익명성 등을 비교·분석하는 ENV 코드에 대한 근거가 없으므로 모두 미부여로 처리하였다 | 논문은 미술계 온라인 커뮤니티를 공론장과 협력망(사회적 자본)으로 분석 대상으로 삼아, 토픽 모델링을 통해 분야 내 담론과 구조적 변화를 탐색한다"
9,한국 결혼식 문화 속에서 개인과 가족의 인상 관리와 감정 수행성 체계: 온라인 커뮤니티 사례를 중심으로,ROLE_WINDOW_MISC,ROLE_WINDOW_MISC,,,ROLE_WINDOW_MISC,OK,ROLE_WINDOW_MISC,run1:ROLE_WINDOW_MISC; run2:ROLE_WINDOW_MISC; run3:ROLE_WINDOW_MISC,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 한국 결혼식 문화에서 나타나는 인상 관리와 감정 수행을 설명하기 위해 온라인 커뮤니티 사례를 창(window)으로 삼아 문화적 현상을 분석한다 | 이 논문은 한국 결혼식 문화에서 나타나는 인상 관리와 감정 수행성을 설명하기 위해 온라인 커뮤니티 사례를 창으로 삼아, 결혼식에서의 역할 대행 현상을 분석한다 | 이 논문은 온라인 커뮤니티 게시글을 사례로 한국 결혼식 문화에서 나타나는 인상 관리와 감정 수행을 분석한다","온라인 커뮤니티 사례를 활용해 결혼식 문화의 인상 관리와 감정 수행을 설명하는 것이 논문의 핵심이며, 이는 WINDOW_MISC 코드가 가장 높은 확률을 갖는 이유이다 | 온라인 커뮤니티를 한국 결혼식 문화의 인상 관리·감정 수행성 현상을 보여주는 사례(window)로 활용하고, 해당 현상을 분석한다는 초점에 근거해 ROLE_WINDOW_MISC 코드에만 높은 확률을 부여하였다 | 온라인 커뮤니티를 사례로 삼아 결혼식 문화의 인상 관리와 감정 수행을 분석한다는 초점에 근거해, 해당 현상을 보여주는 창으로서 ROLE_WINDOW_MISC 코드에 가장 높은 확률을 부여하고, 다른 FIELD·WINDOW·ENV 코드들은 초점과 직접적인 연관성이 없으므로 낮은 확률로 미부여 처리한다"
10,극우주의의 프레임과 감정 정치: 언어네트워크방법론을 통한 일베커뮤니티 분석,ROLE_WINDOW_HATE,ROLE_WINDOW_HATE,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,"ROLE_WINDOW_GENDER, ROLE_WINDOW_HATE",OK,"ROLE_WINDOW_GENDER, ROLE_WINDOW_HATE","run1:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE; run2:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE; run3:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE",True,0/3,run1:없음; run2:없음; run3:ROLE_WINDOW_POLARIZE,False,True,True,"이 논문은 일베 커뮤니티의 게시물을 자료로 삼아 혐오·분노 감정의 확산과 남녀 대결 구도라는 젠더 갈등 프레임이 어떻게 형성·재편성되는지를 분석한다 | 이 논문은 일베 커뮤니티를 사례로 삼아 혐오·분노 감정의 확산 과정을 분석하고, 남녀 대결 구도를 통한 성별 갈등 프레이밍도 동시에 조명한다 | 이 논문은 일베 커뮤니티의 게시글을 분석하여 극우 집단의 혐오·분노 감정 확산과 남녀 대립 프레임을 보여주는 사례로 삼아, 혐오·정치적 양극화와 성별 갈등을 동시에 조명한다","일베 커뮤니티 게시물 분석을 통해 혐오·분노 감정의 확산과 남녀 대결 구도라는 젠더 프레임 형성을 설명하므로 ROLE_WINDOW_HATE와 ROLE_WINDOW_GENDER에 높은 확률을 부여하고, 다른 코드들은 초점과 근거 문장에 부합하지 않아 낮은 확률로 평가한다 | 논문은 일베 커뮤니티의 게시물을 분석해 혐오·분노 감정의 확산과 남녀 대결 구도를 통한 성별 갈등 프레이밍을 동시에 설명하므로 ROLE_WINDOW_HATE와 ROLE_WINDOW_GENDER 코드에 높은 확률을 부여한다 | 논문은 일베 커뮤니티를 혐오·정치적 양극화와 성별 갈등을 드러내는 창으로 활용하므로 WINDOW_HATE, WINDOW_POLARIZE, WINDOW_GENDER 코드가 높은 확률로 부여되며, FIELD·ENV 코드들은 근거 문장이 없으므로 낮은 확률로 미부여된다"
